tieu_de,mo_ta,dien_tich_dat,dien_tich_su_dung,chieu_ngang,tong_so_tang,so_phong_ngu,loai_hinh,giay_to_phap_ly,tinh_trang_noi_that,huong_cua_chinh,dac_diem,dia_chi_cu,dia_chi_moi,gia_ban
"Nhà gần mặt tiền lớn,43m2,2PN, Đường Xô Viết Nghệ Tĩnh,giá chỉ 5,2t TL","- Nhà xô viết nghệ Tĩnh 66,P21,Bình Thạnh 
-Diện tích 43m2 (3,5 x 12,5) 1 trệt,1 lầu,2PN

NHÀ BÁN HẺM 3 GÁC, 2 TẦNG MỚI ĐẸP VÀO Ở LIỀN, 3,5M X 12,5M ( 43M2) XÔ VIẾT NGHỆ TĨNH
kết cấu: 1 trệt, 1 lầu, 2pn, 2wc, trung tâm quận Bình thạnh,  tiện ích đầy đủ
 - vị trí: gần cầu thị nghè, ngã 4 hàng xanh, giao thông thuận tiện,
 - Pháp lý chuẩn, hoàn công đủ, sổ cất két công chứng nhanh",43.0,43.0,3.44,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_nam,hien_trang_khac,phuong_21_quan_binh_thanh,phuong_thanh_my_tay,5.2
"Mặt Tiền Hẻm Xe hơi,(3,5x11)2PN, 2WC, Bùi Đình Túy,bán 5,45 tỷ T.Lượng","-Bán nhà Bùi Đình Túy,P.24, Bình Thạnh,
-Diện tích (3.5 x 11) 2PN,2WC
Giá 5,45 tỷ Thương lượng 

HẺM 🚘 đến tận cửa KHU DÂN TRÍ CAO- VÀO Ở NGAY 
✅ Vị trí Hẻm 3.5M 🚘 nhỏ vào được, hẻm thông khắp ngã, có thể ở kết hợp kinh doanh nhỏ 
✅ Ngang 3X11 sổ vuông đẹp 
✅ Kết cấu: 1 trệt 1 lầu 2PN 2 WC, nhà đúc giả 
✅ Khu vực an ninh dân trí cao 
✅ Không qui hoạch lộ giới 
📖 Pháp lý chuẩn hoàn công đầy đủ, công chứng ngay 
Liên hệ,*** Kim Quí",34.5,34.5,3.0,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_nam,hem_xe_hoi,phuong_24_quan_binh_thanh,phuong_binh_thanh,5.45
"3 tầng,xe hơi tận cửa nhà Bùi Đình Túy,DTich 30m2,SHR,3PN, nhỉnh 6T","- NHÀ 3 TẦNG BÙI ĐÌNH TUÝ, BÌNH THẠNH
-Diện tích 30m2, 3PNGỦ 
-Giá 5,68t TL

XE HƠI TỚI NHÀ
 - 3 TẦNG ĐÚC - 3PN Sân Thượng 
 - Kết cấu: 1 trệt 2 lầu, 3 phòng ngủ, sân thượng lớn.
📍 Hẻm xe hơi tới nhà, xe hơi thông, gần học viện cán bộ.
Pháp lý chuẩn 
Công chứng ngay",30.0,30.0,3.1937438845342623,3.0,3.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_bac,hem_xe_hoi,phuong_12_quan_binh_thanh,phuong_binh_thanh,5.68
"Gấp bán ""6.5 tỷ giảm về 5.75 Tỷ"" - Bán gấp nhà 3 tầng 60m2 - Vạn Kiếp","Vị trí Vạn Kiếp P.3 Bình Thạnh 
+ Hiện trạng: 1 trệt lững + 1 lầu. Có 2PN 
+ Nhà còn ở được xác định bán đất tặng nhà. Phù hợp cải tạo lại
+ Hẻm gần 3m sạch sẽ, gần mặt tiền 
+ Chính chủ 1 đời chưa qua đầu tư 
Miễn tiếp môi giới",60.0,150.0,3.5294117647058822,3.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,bac,hien_trang_khac,phuong_3_quan_binh_thanh,phuong_gia_dinh,5.75
Chính chủ bán 378/18 XVNT 5.68 tỷ 3 tầng mới full nội thất,"LÊN SÓNG SIÊU PHẨM 3 TẦNG - HÀNG XANH
💸 GIÁ 5.68 tỷ bớt lộc 
🌹HOA HỒNG 100 TRIỆU - TRÂN TRỌNG GỬI ACE!!!
🏘️ 378/18 XVNT, P.25, BThanh( nay là P.Thạnh Mỹ Tây) 🇻🇳
————-☘️☘️☘️☘️☘️☘️——————
✅Diện tích đất: 27.5m2 ( công nhận đủ) - Diện tích sử dụng gần 90m2.
✅Xây dựng: 3 tầng lầu
Công năng + nội thất full gồm: Khách, Bếp, 4 P.Ngủ, 3 toilet, P. đọc sách, .... balcon siêu chill
✅Sổ hồng riêng công chứng ngay trong ngày
🎁Tặng toàn bộ nội thất sang xin mịn trang bị sẵn trong nhà. Tặng Khoá cửa vân tay. Máy giặt kết hợp sấy khô. Tivi , tủ lạnh, máy lạnh mới 100%.
🏡 Vị trí: Ngay Ngã 4 Hàng Xanh, liên thông Khu D sầm uốt nhất Quận, nơi có 5 trường ĐH vây quanh, vào Quận 10phut, ....
**Khu vực an ninh và dân trí cao, hiếm nhà bán.
**Hẻm trước nhà 2m, cách mặt tiền XVNT 20.
_____________✨____________
☎️ LH: zalo Nghị Ông Địa",27.5,73.0,3.0555555555555554,3.0,4.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,bac,hem_xe_hoi,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,5.68
🌟TÀI NHÀ TỐT🌟- Nguyễn Cửu Vân 25M2 2 Tầng Chắc Chắn Hẻm Xe Hơi,"🌟 TÀI NHÀ TỐT 🌟
 • 🏡 Nguyễn Cửu Vân – sát vách Quận 1, khu dân cư văn minh
 • 🚗 25m² – 2 tầng chắc chắn – cách hẻm xe hơi chỉ vài bước
 • 💰 Nhỉnh 3.2 tỷ – tài chính dưới 5 tỷ ở trung tâm Bình Thạnh

⸻

MÔ TẢ CHI TIẾT
 • 📍 Vị trí: Nguyễn Cửu Vân, phường 17, Bình Thạnh. Khu dân trí cao, giáp ranh Quận 1, thuận tiện di chuyển trung tâm, đi làm – đi chơi đều nhanh gọn.
 • 📐 Diện tích: 24.5m² (kích thước tham khảo 3.8m x 7m, theo sổ).
 • 🏗️ Kết cấu: Nhà 2 tầng kiên cố, bố trí 1 phòng ngủ rộng, 1 WC, không gian gọn gàng phù hợp vợ chồng son hoặc người trẻ cá tính ở riêng.
 • 🚘 Hẻm: Hẻm trước nhà sạch sẽ, an ninh; cách hẻm xe hơi khoảng 11m.
 • 🌆 Tiềm năng khu vực: Gần các trục đường lớn, khu trung tâm phát triển mạnh, tiện ích đầy đủ.
 • 📑 Pháp lý: Hồ sơ đầy đủ, sổ vuông, hỗ trợ công chứng theo quy định.
 • 💵 Giá chào: 3.2 tỷ – mức giá hợp lý cho nhà riêng khu giáp Quận 1.

📌 Phù hợp khách mua ở thực, thích vị trí trung tâm, cần căn nhà nhỏ xinh – dễ quản lý – dễ khai thác.

Liên hệ đặt lịch xem nhà thực tế để cảm nhận rõ không gian & vị trí.
#Lh_***_Tài",25.0,50.0,3.5714285714285716,2.0,1.0,nha_ngo_hem,chua_xac_dinh,chua_xac_dinh,tay_nam,hem_xe_hoi,phuong_17_quan_binh_thanh,phuong_gia_dinh,3.2
LÊ VĂN DUYỆT 3PN FULL NỘI THẤT 4 TẦNG MỚI SỔ HỒNG RIÊNG – 6.X TỎI,"📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍

Buổi sáng bước vài bước là ra Cầu Bông, chiều ghé Chợ Bà Chiểu mua ít đồ, tối chạy qua Quận 1 cà phê chỉ vài phút…
Ở đây, mọi thứ đều trong tầm tay.

🏡 LÊ VĂN DUYỆT – GIÁP Q1 – 4 TẦNG MỚI – SỔ HỒNG RIÊNG – 6 TỎI 05

Căn nhà mới tinh, thiết kế gọn gàng mà đầy đủ công năng cho gia đình trẻ muốn an cư sát trung tâm.

Vị trí: Lê Văn Duyệt, sát Cầu Bông, giáp Quận 1, gần chợ, trường học, bệnh viện lớn.

Diện tích: 3,6m x 8m

Kết cấu: 1 trệt 1 lửng 2 lầu (3 PN master 4 WC), đã hoàn công, chủ làm thêm sân thượng thoáng mát.

Hẻm: 2,5m trước nhà, sạch sẽ, an ninh, dân trí cao.

Pháp lý: Sổ hồng riêng, hoàn công đủ, công chứng ngay.


Giá 6 tỏi 05 cho một căn nhà xây mới, giáp trung tâm – tìm căn thứ hai ở khu này không dễ.",28.0,112.0,3.5,4.0,3.0,nha_ngo_hem,da_co_so,noi_that_day_du,dong_nam,hien_trang_khac,phuong_1_quan_binh_thanh,phuong_gia_dinh,6.05
Bán đất tặng nhà 2 tầng 52m2 - Ngang đẹp 4m - ngay ĐH Hutech P.25,"Vị trí Xô viết Nghệ Tĩnh P.25 Bình Thạnh 
+ Diện tích: 4m x 13m 
+ Kết cấu: 1 trệt 1 lầu. Gồm 2PN 
+ Nhà sạch sẽ thích hợp gia đình nhỏ
+ Hẻm sạch sẽ cách vài căn là ra hẻm xe hơi 
Miễn tiếp môi giới",52.0,100.0,4.0,2.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,dong_nam,hien_trang_khac,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,5.89
Khan hiếm P.25 chỉ 104tr/m2 - Bán gấp nhà 2 tầng 45m2 ngay Hàng Xanh,"Vị trí Xô Viết Nghệ Tĩnh P.25 Bình Thạnh 
+ Diện tích: 3,7m x 13m
+ Hiện trạng: 2 tầng gồm 2PN + 3WC
+ Nhà kiên cố. Thích hợp cho thuê giữ tiền hoặc cải tạo lại theo ý thích
+ Hẻm sạch sẽ, Cách 30m ra hẻm xe hơi
Miễn tiếp môi giới",48.0,90.0,3.6923076923076925,2.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,dong_nam,hien_trang_khac,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,4.79
Siêu phẩm nhà 4 tầng 48m2 - Hẻm xe hơi P.11 - Dòng tiền 16tr/tháng,"Vị trí Nguyễn Văn Đậu P,11 Bình Thạnh 
+ Diện tích: 4m x 12m
+ Kết cấu: 4 tầng. Đang cho thuê 16đ/tháng 
+ Nhà đúc BTCT kiện cố.
+ Hẻm xe hơi tới nhà. Khu an ninh yên tĩnh 
Miễn tiếp môi giới",48.0,170.0,4.0,4.0,4.0,nha_ngo_hem,da_co_so,noi_that_day_du,dong_nam,hem_xe_hoi,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,6.85
"CẦN BÁN NHÀ NHỎ – NGUYỄN CỬU VÂN, P.17, BÌNH THẠNH","📍 Địa chỉ: 81/105/8 Nguyễn Cửu Vân, P.17, Bình Thạnh
🚶‍♂️ Hẻm yên tĩnh, khu dân cư an ninh, gần trung tâm Q.1

🔹 Thông tin nhà:
 • Sổ hồng riêng, không vướng pháp lý, sổ có sẵn có thể giao dịch ngay.
 • Kết cấu: 1 trệt – 1 lầu
 • 2 phòng ngủ, 1 WC
 • Diện tích đất: 10,6m²
 • Diện tích sử dụng: 21.3m²

💰 Giá bán: 1 tỷ 850 triệu

💵 Hiện đang cho thuê 4.5 triệu/tháng
➡️ Phù hợp mua ở ngay hoặc đầu tư giữ tiền – có dòng tiền sẵn

📞 Liên hệ chính chủ: Inbox / SĐT để xem nhà trực tiếp
❌ Miễn trung gian/Môi giới",10.6,21.3,1.8984203960134856,2.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,nam,hem_xe_hoi,phuong_17_quan_binh_thanh,phuong_gia_dinh,1.85
"Nhà bán 2 tầng mới đẹp, 3,5m x 13m, nở hậu tài lộc, xô viết nghệ Tĩnh,","NHÀ BÁN 2 TẦNG, MỚI ĐẸP VÀO Ở LIỀN - 47M2 - XÔ VIẾT NGHỆ TĨNH- BÌNH THẠNH- GIÁ 5,1TY

- trệt, lầu, 2pn, 2wc, gần chợ thị nghè, trung tâm quận bình thạnh , tiện ích đầy đủ 

- sổ hồng riêng, hoàn công đủ, chính chủ 

- LH Zalo: *** nhận ký gửi mua bán bđs, khu vực tphcm",47.0,47.0,3.6153846153846154,2.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,dong_nam,nha_no_hau,phuong_21_quan_binh_thanh,phuong_thanh_my_tay,5.1
"Võ Duy Ninh,DTSD=40m2,3 tầng,Phù hợp vs Gia Đình nhỏ an cư.Hẻm an ninh","+ Kết cấu: 3 tầng.
+ Gồm: 2PN, 3WC. 
Nhà mới đẹp, vào ở ngay.
+ Vị trí đẹp, hàng xóm Pearl, The Manor (91 Nguyễn Hữu Cảnh) và Riverside 90 (90 Nguyễn Hữu Cảnh) sát ngay Quận 1, Tuyến Metro số 1, trung tâm của Trung tâm, tiện ích xung quanh. 
+ Hẻm ba gác tới nhà.
+ Sổ hồng riêng, pháp lý sạch, công chứng mua bán giao nhà ngay.",12.0,40.0,2.0199009876724157,3.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,dong_bac,hien_trang_khac,phuong_22_quan_binh_thanh,phuong_thanh_my_tay,2.4
F5 BÌNH THẠNH. 40M2 NHỈNH 5TỶ. 3 BƯỚC RA HXH GẦN LÊ QUANG ĐỊNH. SHR,"✅✅TRẦN BÌNH TRỌNG, BÌNH THẠNH - 2 TẦNG 40M2 - HXH CÁCH 3 BƯỚC CHÂN, THÔNG LÊ QUANG ĐỊNH - CHỈ 5,X TỶ TL",40.0,80.0,3.3333333333333335,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_bac,hem_xe_hoi,phuong_6_quan_binh_thanh,phuong_binh_loi_trung,5.35
NHÀ 4 TẦNG. ĐINH TIÊN HOÀNG SÁT Q1. HXH. SHR A4. FULL NT CHỈ 6TỶ TL,"✅✅ NHÀ MỚI 4 TẦNG. NGAY CẦU BÔNG, SÁT Q1 - SHR VUÔNG VỨC - 3PN FULL NT - CHỈ 6TỶ TL",35.0,150.0,3.5,4.0,3.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,dong_nam,hem_xe_hoi,phuong_1_quan_binh_thanh,phuong_gia_dinh,6.0
"Bán Nhà Chính Chủ SHR giá rẻ kẹt Bank Bình Quới Bình Thạnh 4,2 tỉ rẻ","Chính chủ bán nhà tại hẻm 480/65/.../.. Bình Quới, Nhà cách đường xe hơi 50m. diện tích 54,1m2, nở hậu chữ L. Cực tốt phong thủy. Kết cấu 1 trệt 1 lầu, 2 phòng ngủ trên lầu, 1 phòng ăn ở dưới hoặc làm phòng ngủ cũng được, 1 phòng bếp, 2 vệ sinh trên dưới, 
Nhà sổ hồng riêng, 1 chủ, thương lượng nhẹ. 
Không tiếp cò lái. xin đừng gọi.",54.0,104.0,4.0,2.0,3.0,nha_ngo_hem,chua_xac_dinh,chua_xac_dinh,dong_bac,nha_no_hau,phuong_28_quan_binh_thanh,phuong_binh_quoi,4.2
Chính chů bán nhà xô viêt nghê tinh phương 21,"- Bán nhà chính chů xô viêt nghê tinh phương 21
- Giá : 4 ty 700 thương lương giá tôt
- Kêt câu : 1 trêt 2 lâu 3 phòng ngů 3 vê sinh
- DT : 2m70 x 9m20 nơ hâu 3m10 dtcn 22m dtss 44m4 ( hem trươc nhà gân 4 m )
- Vi Tri : hem 3 gác thoai mái hėm thông , gân chơ , nhà thơ , chùa , hem sąch se khu buôn bán đông ngươi ( cách đương lơn xvnt p21 chî 100 m)
- Giá : 4 ty 700 tr thương lương nhanh 
- LH : *** xem nhà",22.0,44.4,2.3913043478260874,3.0,3.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_nam,nha_no_hau,phuong_21_quan_binh_thanh,phuong_thanh_my_tay,4.7
"Bán nhà mới 3pn 3wc, dt: 30,9m2 nở hậu full nội thất vào ở liền","✈️chỉ 5 ty980 Bạn đã có ngay căn nhà đẹp lung linh.fun nội thất.🌺, nhà nở hậu
Ngang 3,7m, nở hậu 3,73m

🏘️ Với diện tích 31m đất🏆
🧲nhà 3 tầng.với 3 pn,3wc,sân thượng,phòng bếp,phòng khách,riêng biệt 🌺
🌈 Đường hẻm xẹt tăng bạt hổ thông hẻm đường Nguyễn Văn Đậu.đi vào là đến nhà.
Chi vài bước chân là đến trường Đại học văn lang,chợ,siêu thị vv⭐
LH:",30.9,54.1,3.7005988023952097,2.0,3.0,nha_ngo_hem,chua_xac_dinh,chua_xac_dinh,nam,hien_trang_khac,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,5.98
[ 2TY570 ] NHÀ MỚI_ 2 TẦNG_TIỆN ÍCH ĐẦY ĐỦ,"[ PHAN VĂN TRỊ_BÌNH THẠNH ]

🔹️GIÁP PHẠM VĂN ĐỒNG
🔹️1 TRỆT_ 1 LẦU
🔹️ 30M RA MẶT TIỀN
🔹️ XUNG QUANH ĐẦY ĐỦ TIỆN ÍCH
🔹️ NỘI THẤT ĐẦY ĐỦ

✨️Giá chủ chào bán: 2ty570 (thương lượng chính chủ) 

📲 GỌI XEM NHÀ NGAY: *** (Call,Zalo) 
#nhadatquanbinhthanh #nhaphobinhthanh #nhadepquanbinhthanh #TungBinhThanh",12.5,30.0,2.0615528128088303,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,nam,hien_trang_khac,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,2.57
KHU VIP BÌNH THẠNH – 2 TẦNG ĐÚC – Full nội thất - 3PN - NỞ HẬU 5M,"📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍

🏡 KHU VIP BÌNH THẠNH – 2 TẦNG ĐÚC – NỞ HẬU 5M – SỔ HỒNG CHUẨN – CHỐT NHANH Ạ

✨ Vị trí: Khu dân trí cao, an ninh, hẻm rộng thoáng mát, ở cực kỳ thích.
✨ Diện tích: 3.4m x 17m – đặc biệt nở hậu 5m phong thuỷ quá đẹp.
✨ Kết cấu: 1 trệt 1 lầu đúc BTCT kiên cố, 3 phòng ngủ, 2WC – nhà mới đẹp, dọn vào ở ngay.
✨ Pháp lý: Sổ hồng riêng, công chứng trong 1p30s.

Một căn nhà gọn gàng, đủ phòng cho gia đình nhỏ, đủ không gian cho con cái lớn lên, đủ sự riêng tư cho ba mẹ nghỉ ngơi.
Giữa Bình Thạnh mà tìm được căn nở hậu đẹp – giá hợp lý – pháp lý chuẩn thế này không nhiều đâu anh chị.

💰 Giá thương lượng tốt cho khách thiện chí – chủ cần chốt nhanh.",59.0,118.0,3.4705882352941178,2.0,3.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,dong_bac,nha_no_hau,phuong_17_quan_binh_thanh,phuong_gia_dinh,6.48
"SIÊU PHẨM XÂY MỚI LÊ VĂN DUYỆT, 4 tầng nội thất cao cấp","💥LÊN SÓNG SIÊU PHẨM XÂY MỚI LÊ VĂN DUYỆT💥
💫6,050 TỶ BỚT LỘC
💫Diện tích đất: 3,7m daif 7,3m (CN: 26,71 m2 ).
💫Kết cấu: Nhà xây mới. Nhà 1 trệt+1 lửng +2 lầu + Mái BTCT. Nhà 3 phòng ngủ (2 phòng master), 4 toilet.
💫Hướng: Đông-Nam
💫Vị Trí: Hẻm trước nhà 2,5 mét. Nhà nằm gần Chợ Bà Chiểu, giáp Quận 1, gần trường học, bệnh viện lớn,…
💫Nội thất: Như hình.
💫Xem nhà thoải mái.
💫 LH Quốc Lượng",26.71,100.0,3.658904109589041,4.0,3.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,dong_nam,nha_no_hau,phuong_1_quan_binh_thanh,phuong_gia_dinh,6.05
2 MẶT TIỀN HẺM – TĂNG BẠT HỔ – 1 TRỆT 1 LỬNG 1 LẦU – SỔ RIÊNG,"📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍

Có những căn nhà không cần quá lớn… chỉ cần đúng vị trí là đủ tạo nên giá trị.
Căn này nằm ngay Tăng Bạt Hổ – P11 – Bình Thạnh, sở hữu 2 mặt tiền hẻm,bước vài chục mét là ra mặt tiền lớn.

🏡 2 MẶT TIỀN HẺM – TĂNG BẠT HỔ P11 – 1 TRỆT 1 LỬNG 1 LẦU – SỔ RIÊNG – 4.95 TỎI

Vị trí: Hẻm rộng thông tứ hướng, gần Lê Quang Định, Phan Văn Trị, Nguyễn Văn Đậu. Khu dân trí cao, xung quanh toàn nhà cao tầng.

Diện tích: 3.7m x 7m – 25m².

Kết cấu: 1 trệt 1 lửng 1 lầu đúc, 2 phòng ngủ, 2 WC.

Pháp lý: Sổ riêng, công chứng ngay.


Căn nhà nhỏ xinh nhưng có lợi thế 2 mặt tiền hẻm thoáng sáng quanh năm.",25.0,70.0,3.5714285714285716,3.0,2.0,nha_ngo_hem,da_co_so,ban_giao_tho,dong_nam,hien_trang_khac,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,4.95
Chính chů bán nhà nguyên hưu canh bình thanh,"- BÁN NHÀ NGUYÊN HƯU CANH BÌNH THANH
- CHÎ 50 M RA ÐƯƠNG LƠN HEM BA GÁC 
- KÊT CÂU : 1 TRÊT LƯNG LÂU 
- GÔM : 2 PHÒNG NGŮ 3 VÊ SINH 
- DT : 2M60 X 8M20 DTCN 18M DTSN 29M6
- VI TRÍ : 50 M RA NGAY CHƠ , TRƯƠNG HỌC , NHÀ THƠ , CHÙA , SIÊU THIỊ KHÔNG THIÊU THƯ GÌ , DI CHUYÊN SANG CÁC QUÂN TRUNG TÃM
- HEM SACH SË KHU AN NINH DÂN TRÍ CAO
- SÔ HÔNG HOÀN CÔNG CÔNG CHƯNG LIÊN
- GIÁ : 2 TY 450 TR THƯƠNG LƯƠNG 
- LH : *** GỌI HOĂC ZALO
(ÐÊ LĄI SÔ MÌNH LIÊN HÊ NHÉ CÒN NHIÊU CĂN )",18.0,29.6,2.1951219512195124,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong,hien_trang_khac,phuong_22_quan_binh_thanh,phuong_thanh_my_tay,2.45
Phan Văn Trị – 4 tầng BTCT – 5PN – Sổ A4 hoàn công đủ – 6.86 tỏi,"📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍

Giữa lòng Phan Văn Trị – P.11 – Bình Thạnh, có một căn nhà chỉ cách mặt tiền 30m… nhưng đủ xa để giữ lại sự yên tĩnh sau một ngày dài.

🏡 Phan Văn Trị – 4 tầng BTCT – 5PN – Sổ A4 hoàn công đủ – 6.86 tỏi

Bước vào là thấy ngay sự chỉn chu.
Nhà 4 tầng đúc kiên cố, tổng 5 phòng ngủ – 3WC, phòng khách rộng, bếp ấm, có sân để xe riêng. Trên cùng là sân thượng trước sau đón gió, thêm giếng trời nên nhà lúc nào cũng sáng và thoáng.

📍 Vị trí: Ngay Phan Văn Trị, giáp Nguyễn Văn Đậu – Lê Quang Định – Nơ Trang Long. Trường học, chợ, bệnh viện vây quanh – tiện ích không thiếu thứ gì.
📐 Diện tích: 36m² (3.6x10), công nhận đủ – DTSD 140m².
🏗️ Kết cấu: 4 tầng BTCT, 5PN – 3WC – sân thượng trước sau.
📜 Pháp lý: Sổ A4 hoàn công đủ, công chứng ngay.

Căn này hợp ở gia đình đông người, hoặc mua giữ tiền – cho thuê dòng tiền ổn định khu trung tâm Bình Thạnh.

Giá chủ chốt: 6.86 tỏi (còn thương lượng cho khách thiện chí).",36.0,138.0,3.6,4.0,5.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,bac,hien_trang_khac,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,6.86
"Bán nhà Nguyễn Lâm, 40m2, 2 Tầng, 3 PN,kế bên BV Hoàn Mỹ, TL","🏡✨ BÁN NHÀ NGUYỄN LÂM – KẾ BÊN BỆNH VIỆN HOÀN MỸ✨🏡
🏡– 1 xẹt , gần mặt tiền, di chuyển thuận tiện mọi hướng

📐 Diện tích: 40m2
🏠 Kết cấu: 1 trệt – 1 lầu – sân thượng
🛏 3 phòng ngủ – 🚿 3 WC

📜 Sổ hồng + hoàn công đầy đủ ✅

💡 Ưu điểm nổi bật:

Vị trí vàng ngay trung tâm Bình Thạnh 🌟

VÀI BƯỚC RA MẶT TIỀN NGUYỄN LÂM VÀ PHAN XÍCH LONG - HẺM THÔNG - ĐANG CHIA LÀM 3 CĂN VỪA Ở VỪA CHO THUÊ

Nhà đẹp chỉ việc xách vali vào ở 🧳

💰 Giá: 3tỷ2✨ (thương lượng chính chủ )",40.0,40.0,4.0,2.0,3.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,dong,nha_no_hau,phuong_3_quan_binh_thanh,phuong_gia_dinh,3.2
[2 TẦNG_CÓ BAN CÔNG ] NGAY KHU VẠN KIẾP_2PN_HẺM THOÁNG,"[2 TẦNG_CÓ BAN CÔNG ] NGAY KHU VẠN KIẾP

🚩 2 TẦNG
🚩 HẺM THOÁNG
🚩 2PN_2WC_CÓ BAN CÔNG
🚩 NGAY KHU ẨM THỰC VẠN KIẾP, GẦN PHAN XÍCH LONG, PHAN ĐĂNG LƯU, BV GIA ĐỊNH.....

✨️Giá chủ chào bán: 3tt690 (thương lượng chính chủ) 

📲 GỌI XEM NHÀ NGAY: *** (Call,Zalo) 
#nhadatquanbinhthanh #nhaphobinhthanh #nhadepquanbinhthanh #TungBinhThanh",22.7,50.0,2.7781288667014707,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,nam,hien_trang_khac,phuong_3_quan_binh_thanh,phuong_gia_dinh,3.69
"💥Bán nhà Hẻm thông Bùi Đình Tuý-Phan Văn Trị, P12, Bình Thạnh, 55,7m2","💥Bán nhà Hẻm thông Bùi Đình Tuý - Phan Văn Trị, P12, Bình Thạnh
💥Ngang 3,8m dài 13,54m, Nở hậu L 4m, CN 55,7m2, nhà trệt, 2PN, 2WC
💥Vị trí: Gần mặt tiền Bùi Đình Tuý, Hẻm thông, Chợ Bà Chiểu, Quận 1
💥 tiện mua cho thuê, ở, xây mới, giữ tiền…
💥Giá bán 6 tỷ còn bớt
💥LH xem nhà: Quốc Lượng (Chủ gửi)",55.7,55.7,4.113737075332349,1.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,dong,nha_no_hau,phuong_12_quan_binh_thanh,phuong_binh_thanh,6.0
Bán đất tặng nhà C4 ở ngay 58m2 (4.2m x 14m) - Bùi Đình Túy P.12,"Vị trí Bùi Đình Túy P.12 Bình Thạnh
+ Diện tích: 4.2m x 14m
+ Hiện trạng: C4 có 2PN + 3WC
+ Nhà sạch sẽ dọn vào ở ngay
+ Hẻm sạch sẽ cách 30m ra mặt tiền
Miễn tiếp môi giới",58.0,58.0,4.142857142857143,1.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,dong_bac,nha_no_hau,phuong_12_quan_binh_thanh,phuong_binh_thanh,5.99
Bán nhà 2 tầng kiên cố 46m2 - Khu vip khu CC Thuỷ Lợi ngay Pear Plaza,"Vị trí Nguyễn Xí P.26 Bình Thạnh 
+ Diện tích: 4,1m x 11m
+ Hiện trạng: 2 tầng. Gồm 2PN đang cho thuê 9,5đ/tháng 
+ Nhà kiên cố dọn vào ở ngay hoặc cho thuê giữ tiền 
+ Hẻm sạch sẽ, cách 20m ra hẻm xe hơi
Miễn tiếp môi giới",46.0,90.0,4.181818181818182,2.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,tay_nam,nha_no_hau,phuong_26_quan_binh_thanh,phuong_binh_thanh,6.39
Chính chủ cần tiền bán gấp giảm chào 150tr giá bán,"Gần chợ Thị nghè ,Chính chủ cần tiền bán gấp nhà nhỏ giảm chào cần bán nhanh thiện trí bớt lộc , nhà cách mặt tiền 1 căn hẻm thông xe qua lại đông đúc thuận tiện kinh doanh .sổ hồng pháp lý đầy đủ , nhà hiện tại đang kinh doanh tiệm nail kinh doanh buôn bán tốt.để ở phù hợp gia đình nhỏ ít thành viên ,mình đang trực tiếp KD nên có thể xem nhà mỗi ngày.",10.0,24.0,3.3333333333333335,3.0,2.0,nha_mat_pho_mat_tien,chua_xac_dinh,chua_xac_dinh,dong_nam,hien_trang_khac,phuong_21_quan_binh_thanh,phuong_thanh_my_tay,1.75
